,state1_fo,state2_fo,state3_fo,state4_fo,state5_fo,state6_fo,chronotype,time
0,0.12444444444444444,0.13555555555555557,0.21555555555555556,0.14222222222222222,0.20444444444444446,0.17777777777777778,1.0,0
1,0.14444444444444443,0.21777777777777776,0.22444444444444445,0.2088888888888889,0.11777777777777777,0.08666666666666667,1.0,0
2,0.26,0.18888888888888888,0.16444444444444445,0.24222222222222223,0.13777777777777778,0.006666666666666667,1.0,0
3,0.1711111111111111,0.18444444444444444,0.11555555555555555,0.2088888888888889,0.15777777777777777,0.1622222222222222,1.0,0
4,0.21777777777777776,0.16444444444444445,0.2311111111111111,0.18666666666666668,0.13555555555555557,0.06444444444444444,1.0,0
5,0.06,0.1511111111111111,0.09111111111111111,0.20222222222222222,0.07555555555555556,0.42,1.0,0
6,0.22444444444444445,0.18888888888888888,0.2777777777777778,0.12222222222222222,0.14666666666666667,0.04,1.0,0
7,0.035555555555555556,0.12222222222222222,0.18444444444444444,0.1711111111111111,0.21333333333333335,0.2733333333333333,1.0,0
8,0.23777777777777778,0.13111111111111112,0.18222222222222223,0.25555555555555554,0.16444444444444445,0.028888888888888888,1.0,0
9,0.17333333333333334,0.1,0.2111111111111111,0.2777777777777778,0.22444444444444445,0.013333333333333334,1.0,0
10,0.14666666666666667,0.18888888888888888,0.1622222222222222,0.2688888888888889,0.14444444444444443,0.08888888888888889,1.0,0
11,0.06444444444444444,0.17555555555555555,0.21777777777777776,0.2511111111111111,0.28444444444444444,0.006666666666666667,1.0,0
12,0.11333333333333333,0.11333333333333333,0.21777777777777776,0.29555555555555557,0.20444444444444446,0.05555555555555555,1.0,0
13,0.06444444444444444,0.13111111111111112,0.11777777777777777,0.12222222222222222,0.07111111111111111,0.49333333333333335,1.0,0
14,0.2288888888888889,0.1711111111111111,0.14444444444444443,0.21333333333333335,0.14,0.10222222222222223,1.0,0
15,0.09777777777777778,0.1688888888888889,0.1511111111111111,0.22,0.07111111111111111,0.2911111111111111,0.0,0
16,0.14666666666666667,0.1622222222222222,0.18222222222222223,0.32222222222222224,0.17777777777777778,0.008888888888888889,0.0,0
17,0.14888888888888888,0.09111111111111111,0.19555555555555557,0.32222222222222224,0.20444444444444446,0.03777777777777778,0.0,0
18,0.23777777777777778,0.16444444444444445,0.21555555555555556,0.15777777777777777,0.14888888888888888,0.07555555555555556,0.0,0
19,0.24444444444444444,0.16666666666666666,0.13777777777777778,0.34,0.1,0.011111111111111112,0.0,0
20,0.07333333333333333,0.2088888888888889,0.21333333333333335,0.13111111111111112,0.13111111111111112,0.24222222222222223,0.0,0
21,0.24222222222222223,0.1688888888888889,0.18222222222222223,0.26,0.13333333333333333,0.013333333333333334,0.0,0
22,0.21333333333333335,0.14444444444444443,0.25555555555555554,0.19555555555555557,0.19111111111111112,0.0,0.0,0
23,0.18,0.04888888888888889,0.23333333333333334,0.23333333333333334,0.2777777777777778,0.02666666666666667,0.0,0
24,0.10888888888888888,0.14222222222222222,0.14888888888888888,0.35333333333333333,0.20444444444444446,0.042222222222222223,0.0,0
25,0.2222222222222222,0.09777777777777778,0.2088888888888889,0.23333333333333334,0.23777777777777778,0.0,0.0,0
26,0.1622222222222222,0.1288888888888889,0.14444444444444443,0.31777777777777777,0.2,0.04666666666666667,0.0,0
27,0.2644444444444444,0.19555555555555557,0.17777777777777778,0.14888888888888888,0.12,0.09333333333333334,0.0,0
28,0.1111111111111111,0.11555555555555555,0.18666666666666668,0.09111111111111111,0.14888888888888888,0.3466666666666667,0.0,0
29,0.051111111111111114,0.11555555555555555,0.09777777777777778,0.11333333333333333,0.042222222222222223,0.58,0.0,0
30,0.20444444444444446,0.23333333333333334,0.18888888888888888,0.24888888888888888,0.06666666666666667,0.057777777777777775,0.0,0
31,0.20222222222222222,0.2311111111111111,0.20444444444444446,0.14444444444444443,0.11333333333333333,0.10444444444444445,0.0,0
32,0.12222222222222222,0.14222222222222222,0.23555555555555555,0.2511111111111111,0.18222222222222223,0.06666666666666667,0.0,0
33,0.23555555555555555,0.13333333333333333,0.23777777777777778,0.1688888888888889,0.2,0.024444444444444446,0.0,0
34,0.11777777777777777,0.13555555555555557,0.18222222222222223,0.2311111111111111,0.16666666666666666,0.16666666666666666,0.0,0
35,0.15333333333333332,0.08888888888888889,0.1688888888888889,0.27111111111111114,0.24,0.07777777777777778,0.0,0
36,0.1511111111111111,0.23333333333333334,0.14222222222222222,0.2288888888888889,0.13555555555555557,0.10888888888888888,0.0,0
37,0.07333333333333333,0.1288888888888889,0.11555555555555555,0.13777777777777778,0.12666666666666668,0.4177777777777778,1.0,1
38,0.14,0.17333333333333334,0.21333333333333335,0.18222222222222223,0.10444444444444445,0.18666666666666668,1.0,1
39,0.2311111111111111,0.2111111111111111,0.15333333333333332,0.2511111111111111,0.1288888888888889,0.024444444444444446,1.0,1
40,0.06222222222222222,0.2088888888888889,0.10888888888888888,0.30666666666666664,0.11555555555555555,0.19777777777777777,1.0,1
41,0.07333333333333333,0.08666666666666667,0.2222222222222222,0.06444444444444444,0.06,0.49333333333333335,1.0,1
42,0.051111111111111114,0.1622222222222222,0.13555555555555557,0.17333333333333334,0.08666666666666667,0.39111111111111113,1.0,1
43,0.1622222222222222,0.14222222222222222,0.17333333333333334,0.18,0.13555555555555557,0.20666666666666667,1.0,1
44,0.08444444444444445,0.10888888888888888,0.10888888888888888,0.28,0.2111111111111111,0.20666666666666667,1.0,1
45,0.13777777777777778,0.1511111111111111,0.19555555555555557,0.2866666666666667,0.17777777777777778,0.051111111111111114,1.0,1
46,0.22,0.1622222222222222,0.14888888888888888,0.24,0.2,0.028888888888888888,1.0,1
47,0.14444444444444443,0.20444444444444446,0.1688888888888889,0.26666666666666666,0.12666666666666668,0.08888888888888889,1.0,1
48,0.10222222222222223,0.08888888888888889,0.20666666666666667,0.3622222222222222,0.19777777777777777,0.042222222222222223,1.0,1
49,0.11333333333333333,0.16666666666666666,0.18888888888888888,0.2222222222222222,0.19555555555555557,0.11333333333333333,1.0,1
50,0.06,0.10888888888888888,0.10444444444444445,0.13555555555555557,0.12666666666666668,0.46444444444444444,1.0,1
51,0.16444444444444445,0.18888888888888888,0.17555555555555555,0.22666666666666666,0.10666666666666667,0.13777777777777778,1.0,1
52,0.06888888888888889,0.14222222222222222,0.1288888888888889,0.2311111111111111,0.21555555555555556,0.21333333333333335,0.0,1
53,0.13333333333333333,0.21333333333333335,0.1288888888888889,0.2822222222222222,0.23555555555555555,0.006666666666666667,0.0,1
54,0.13777777777777778,0.17777777777777778,0.19333333333333333,0.27111111111111114,0.12222222222222222,0.09777777777777778,0.0,1
55,0.28,0.19333333333333333,0.19777777777777777,0.19555555555555557,0.11777777777777777,0.015555555555555555,0.0,1
56,0.20444444444444446,0.24,0.14888888888888888,0.24666666666666667,0.11555555555555555,0.044444444444444446,0.0,1
57,0.1688888888888889,0.18444444444444444,0.18444444444444444,0.29333333333333333,0.13777777777777778,0.03111111111111111,0.0,1
58,0.10888888888888888,0.20222222222222222,0.16444444444444445,0.28,0.15333333333333332,0.09111111111111111,0.0,1
